suite name label n test
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg2}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
string test_format_keyword_arguments pass 5 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format__string}-"", format__string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
string test_format_keyword_arguments pass 6 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format__string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
string test_format_keyword_arguments pass 7 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string2""):
            fmt.format(format_string2=""-{arg}-"", arg='test')

"
string test_format_keyword_arguments pass 8 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")

"
string test_format_keyword_arguments pass 9 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg2}-"", arg2='test')

"
